frame.time,frame.len,frame.protocols,eth.src,eth.dst,ip.src,ip.dst,ip.flags,ip.ttl,ip.proto,ip.checksum,ip.tos,tcp.srcport,tcp.dstport,tcp.flags,tcp.window_size_value,tcp.window_size_scalefactor,tcp.checksum,tcp.options,tcp.pdu.size,udp.srcport,udp.dstport,label
"Jan 15, 2025 00:39:39.046948000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.3,0x02,64.0,17.0,0x5389,,,,,,,,,,40157.0,123.0,0
"Jan 15, 2025 00:39:39.052001000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.3,192.168.20.41,0x02,61.0,17.0,0xaa27,,,,,,,,,,123.0,40157.0,0
"Jan 15, 2025 00:39:53.181639000 India Standard Time",97,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a57,,58133.0,8883.0,0x0018,501.0,-1.0,0xb08f,0101080ab1cab667b83fb490,,,,0
"Jan 15, 2025 00:39:53.187952000 India Standard Time",97,eth:ethertype:ip:tcp:tls,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3c4,,8883.0,58133.0,0x0018,3442.0,-1.0,0xe0a9,0101080ab84029e6b1cab667,,,,0
"Jan 15, 2025 00:39:53.187980000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a75,,58133.0,8883.0,0x0010,501.0,-1.0,0xa622,0101080ab1cab66db84029e6,,,,0
"Jan 15, 2025 00:39:53.282084000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94cc,,58133.0,8883.0,0x0010,501.0,-1.0,0xe16f,0101080ab1cab6cbb84029e6,,,,0
"Jan 15, 2025 00:39:53.282123000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94cb,,58133.0,8883.0,0x0018,501.0,-1.0,0xf691,0101080ab1cab6cbb84029e6,,,,0
"Jan 15, 2025 00:39:53.282152000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94ca,,58133.0,8883.0,0x0010,501.0,-1.0,0x46a0,0101080ab1cab6cbb84029e6,,,,0
"Jan 15, 2025 00:39:53.282166000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94c9,,58133.0,8883.0,0x0018,501.0,-1.0,0xa052,0101080ab1cab6cbb84029e6,,,,0
"Jan 15, 2025 00:39:53.282180000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94c8,,58133.0,8883.0,0x0010,501.0,-1.0,0xa209,0101080ab1cab6cbb84029e6,,,,0
"Jan 15, 2025 00:39:53.282201000 India Standard Time",594,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x985f,,58133.0,8883.0,0x0018,501.0,-1.0,0x4413,0101080ab1cab6cbb84029e6,,,,0
"Jan 15, 2025 00:39:53.288487000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3e2,,8883.0,58133.0,0x0010,3488.0,-1.0,0x8e64,0101080ab8402a4bb1cab6cb,,,,0
"Jan 15, 2025 00:39:53.288514000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3e1,,8883.0,58133.0,0x0010,3555.0,-1.0,0x7d29,0101080ab8402a4bb1cab6cb,,,,0
"Jan 15, 2025 00:39:53.329084000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3e0,,8883.0,58133.0,0x0010,3578.0,-1.0,0x7ad9,0101080ab8402a74b1cab6cb,,,,0
"Jan 15, 2025 00:40:23.311693000 India Standard Time",97,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a4f,,58133.0,8883.0,0x0018,501.0,-1.0,0xb491,0101080ab1cb2c19b8402a74,,,,0
"Jan 15, 2025 00:40:23.318570000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3df,,8883.0,58133.0,0x0010,3578.0,-1.0,0x9046,0101080ab8409f99b1cb2c19,,,,0
"Jan 15, 2025 00:40:23.318594000 India Standard Time",97,eth:ethertype:ip:tcp:tls,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3bf,,8883.0,58133.0,0x0018,3578.0,-1.0,0xdf1d,0101080ab8409f99b1cb2c19,,,,0
"Jan 15, 2025 00:40:23.318614000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a6d,,58133.0,8883.0,0x0010,501.0,-1.0,0x9c25,0101080ab1cb2c20b8409f99,,,,0
"Jan 15, 2025 00:40:39.056717000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.2,0x02,64.0,17.0,0x6c56,,,,,,,,,,46999.0,53.0,0
"Jan 15, 2025 00:40:39.063137000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.2,192.168.20.41,0x02,61.0,17.0,0x0520,,,,,,,,,,53.0,46999.0,0
"Jan 15, 2025 00:40:39.063233000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.3,0x02,64.0,17.0,0x8dbb,,,,,,,,,,58329.0,123.0,0
"Jan 15, 2025 00:40:39.068912000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.3,192.168.20.41,0x02,61.0,17.0,0x8fac,,,,,,,,,,123.0,58329.0,0
"Jan 15, 2025 00:40:52.473372000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94c4,,58133.0,8883.0,0x0010,501.0,-1.0,0xdb44,0101080ab1cb9e02b8409f99,,,,0
"Jan 15, 2025 00:40:52.473436000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94c3,,58133.0,8883.0,0x0018,501.0,-1.0,0x08a2,0101080ab1cb9e02b8409f99,,,,0
"Jan 15, 2025 00:40:52.473459000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94c2,,58133.0,8883.0,0x0010,501.0,-1.0,0x548c,0101080ab1cb9e02b8409f99,,,,0
"Jan 15, 2025 00:40:52.473496000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94c1,,58133.0,8883.0,0x0018,501.0,-1.0,0x24e7,0101080ab1cb9e02b8409f99,,,,0
"Jan 15, 2025 00:40:52.473531000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94c0,,58133.0,8883.0,0x0010,501.0,-1.0,0x4ac9,0101080ab1cb9e02b8409f99,,,,0
"Jan 15, 2025 00:40:52.473551000 India Standard Time",594,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9857,,58133.0,8883.0,0x0018,501.0,-1.0,0xd3ab,0101080ab1cb9e02b8409f99,,,,0
"Jan 15, 2025 00:40:52.482657000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3dd,,8883.0,58133.0,0x0010,3623.0,-1.0,0xa0d5,0101080ab8411184b1cb9e02,,,,0
"Jan 15, 2025 00:40:52.482684000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3dc,,8883.0,58133.0,0x0010,3669.0,-1.0,0x9557,0101080ab8411184b1cb9e02,,,,0
"Jan 15, 2025 00:40:52.482693000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3db,,8883.0,58133.0,0x0010,3714.0,-1.0,0x8d72,0101080ab8411184b1cb9e02,,,,0
"Jan 15, 2025 00:40:53.474640000 India Standard Time",97,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a47,,58133.0,8883.0,0x0018,501.0,-1.0,0x4a37,0101080ab1cba1ecb8411184,,,,0
"Jan 15, 2025 00:40:53.483293000 India Standard Time",97,eth:ethertype:ip:tcp:tls,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3bb,,8883.0,58133.0,0x0018,3714.0,-1.0,0x9d88,0101080ab841156db1cba1ec,,,,0
"Jan 15, 2025 00:40:53.483341000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a65,,58133.0,8883.0,0x0010,501.0,-1.0,0x91e6,0101080ab1cba1f4b841156d,,,,0
"Jan 15, 2025 00:41:23.512771000 India Standard Time",97,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a45,,58133.0,8883.0,0x0018,501.0,-1.0,0xb004,0101080ab1cc1742b841156d,,,,0
"Jan 15, 2025 00:41:23.521526000 India Standard Time",97,eth:ethertype:ip:tcp:tls,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3ba,,8883.0,58133.0,0x0018,3714.0,-1.0,0x53d6,0101080ab8418ac3b1cc1742,,,,0
"Jan 15, 2025 00:41:23.521584000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a63,,58133.0,8883.0,0x0010,501.0,-1.0,0xa6fa,0101080ab1cc174bb8418ac3,,,,0
"Jan 15, 2025 00:41:39.073758000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.2,0x02,64.0,17.0,0xc1d6,,,,,,,,,,44062.0,53.0,0
"Jan 15, 2025 00:41:39.079760000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.2,192.168.20.41,0x02,61.0,17.0,0x4a8d,,,,,,,,,,53.0,44062.0,0
"Jan 15, 2025 00:41:39.079855000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.3,0x02,64.0,17.0,0x8245,,,,,,,,,,43383.0,123.0,0
"Jan 15, 2025 00:41:39.084964000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.3,192.168.20.41,0x02,61.0,17.0,0xbf20,,,,,,,,,,123.0,43383.0,0
"Jan 15, 2025 00:41:53.551687000 India Standard Time",97,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a43,,58133.0,8883.0,0x0018,501.0,-1.0,0xdbcf,0101080ab1cc8c99b8418ac3,,,,0
"Jan 15, 2025 00:41:53.557642000 India Standard Time",97,eth:ethertype:ip:tcp:tls,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3b9,,8883.0,58133.0,0x0018,3714.0,-1.0,0x6422,0101080ab8420018b1cc8c99,,,,0
"Jan 15, 2025 00:41:53.557673000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a61,,58133.0,8883.0,0x0010,501.0,-1.0,0xbc12,0101080ab1cc8c9fb8420018,,,,0
"Jan 15, 2025 00:41:54.634667000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94b8,,58133.0,8883.0,0x0010,501.0,-1.0,0x021e,0101080ab1cc90d4b8420018,,,,0
"Jan 15, 2025 00:41:54.634709000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94b7,,58133.0,8883.0,0x0018,501.0,-1.0,0x4e7a,0101080ab1cc90d4b8420018,,,,0
"Jan 15, 2025 00:41:54.634730000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94b6,,58133.0,8883.0,0x0010,501.0,-1.0,0xc9c9,0101080ab1cc90d4b8420018,,,,0
"Jan 15, 2025 00:41:54.634769000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94b5,,58133.0,8883.0,0x0018,501.0,-1.0,0x80c7,0101080ab1cc90d4b8420018,,,,0
"Jan 15, 2025 00:41:54.634785000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94b4,,58133.0,8883.0,0x0010,501.0,-1.0,0xbb73,0101080ab1cc90d4b8420018,,,,0
"Jan 15, 2025 00:41:54.634807000 India Standard Time",594,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x984b,,58133.0,8883.0,0x0018,501.0,-1.0,0x14be,0101080ab1cc90d4b8420018,,,,0
"Jan 15, 2025 00:41:54.641180000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3d7,,8883.0,58133.0,0x0010,3759.0,-1.0,0x9b98,0101080ab8420453b1cc90d4,,,,0
"Jan 15, 2025 00:41:54.641201000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3d6,,8883.0,58133.0,0x0010,3804.0,-1.0,0x901b,0101080ab8420453b1cc90d4,,,,0
"Jan 15, 2025 00:41:54.641207000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3d5,,8883.0,58133.0,0x0010,3850.0,-1.0,0x8835,0101080ab8420453b1cc90d4,,,,0
"Jan 15, 2025 00:42:23.663679000 India Standard Time",97,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a3b,,58133.0,8883.0,0x0018,501.0,-1.0,0xfcd7,0101080ab1cd0239b8420453,,,,0
"Jan 15, 2025 00:42:23.670115000 India Standard Time",97,eth:ethertype:ip:tcp:tls,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3b5,,8883.0,58133.0,0x0018,3850.0,-1.0,0xbf76,0101080ab84275b8b1cd0239,,,,0
"Jan 15, 2025 00:42:23.670153000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a59,,58133.0,8883.0,0x0010,501.0,-1.0,0xb23b,0101080ab1cd023fb84275b8,,,,0
"Jan 15, 2025 00:42:39.089663000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.2,0x02,64.0,17.0,0x160b,,,,,,,,,,60996.0,53.0,0
"Jan 15, 2025 00:42:39.095900000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.2,192.168.20.41,0x02,61.0,17.0,0xb760,,,,,,,,,,53.0,60996.0,0
"Jan 15, 2025 00:42:39.095993000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.3,0x02,64.0,17.0,0x0514,,,,,,,,,,45257.0,123.0,0
"Jan 15, 2025 00:42:39.100270000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.3,192.168.20.41,0x02,61.0,17.0,0x5bcf,,,,,,,,,,123.0,45257.0,0
"Jan 15, 2025 00:42:53.699647000 India Standard Time",97,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a39,,58133.0,8883.0,0x0018,501.0,-1.0,0xb8c6,0101080ab1cd778db84275b8,,,,0
"Jan 15, 2025 00:42:53.705492000 India Standard Time",97,eth:ethertype:ip:tcp:tls,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3b4,,8883.0,58133.0,0x0018,3850.0,-1.0,0x3c63,0101080ab842eb0cb1cd778d,,,,0
"Jan 15, 2025 00:42:53.705521000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a57,,58133.0,8883.0,0x0010,501.0,-1.0,0xc754,0101080ab1cd7793b842eb0c,,,,0
"Jan 15, 2025 00:42:54.952825000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94ae,,58133.0,8883.0,0x0010,501.0,-1.0,0x497a,0101080ab1cd7c72b842eb0c,,,,0
"Jan 15, 2025 00:42:54.952857000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94ad,,58133.0,8883.0,0x0018,501.0,-1.0,0xaca4,0101080ab1cd7c72b842eb0c,,,,0
"Jan 15, 2025 00:42:54.952865000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94ac,,58133.0,8883.0,0x0010,501.0,-1.0,0x33de,0101080ab1cd7c72b842eb0c,,,,0
"Jan 15, 2025 00:42:54.952872000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94ab,,58133.0,8883.0,0x0018,501.0,-1.0,0xa9e8,0101080ab1cd7c72b842eb0c,,,,0
"Jan 15, 2025 00:42:54.952883000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94aa,,58133.0,8883.0,0x0010,501.0,-1.0,0x4b48,0101080ab1cd7c72b842eb0c,,,,0
"Jan 15, 2025 00:42:54.952890000 India Standard Time",594,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9841,,58133.0,8883.0,0x0018,501.0,-1.0,0x388f,0101080ab1cd7c72b842eb0c,,,,0
"Jan 15, 2025 00:42:54.959654000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3d2,,8883.0,58133.0,0x0010,3895.0,-1.0,0xa4fe,0101080ab842eff1b1cd7c72,,,,0
"Jan 15, 2025 00:42:54.959672000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3d1,,8883.0,58133.0,0x0010,3940.0,-1.0,0x9981,0101080ab842eff1b1cd7c72,,,,0
"Jan 15, 2025 00:42:54.975824000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3d0,,8883.0,58133.0,0x0010,3985.0,-1.0,0x919b,0101080ab842eff2b1cd7c72,,,,0
"Jan 15, 2025 00:43:23.981590000 India Standard Time",97,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a31,,58133.0,8883.0,0x0018,501.0,-1.0,0x0dc5,0101080ab1cdedd7b842eff2,,,,0
"Jan 15, 2025 00:43:23.988346000 India Standard Time",97,eth:ethertype:ip:tcp:tls,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3b0,,8883.0,58133.0,0x0018,3985.0,-1.0,0x2899,0101080ab8436156b1cdedd7,,,,0
"Jan 15, 2025 00:43:23.988377000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a4f,,58133.0,8883.0,0x0010,501.0,-1.0,0xbc29,0101080ab1cdedddb8436156,,,,0
"Jan 15, 2025 00:43:39.106092000 India Standard Time",67,eth:ethertype:ip:udp:dns,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.2,0x02,64.0,17.0,0x20f0,,,,,,,,,,47001.0,53.0,0
"Jan 15, 2025 00:43:39.114842000 India Standard Time",83,eth:ethertype:ip:udp:dns,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.2,192.168.20.41,0x02,61.0,17.0,0x50ac,,,,,,,,,,53.0,47001.0,0
"Jan 15, 2025 00:43:39.114936000 India Standard Time",90,eth:ethertype:ip:udp:ntp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.3,0x02,64.0,17.0,0x8f8d,,,,,,,,,,54685.0,123.0,0
"Jan 15, 2025 00:43:39.121125000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.3,192.168.20.41,0x02,61.0,17.0,0x5584,,,,,,,,,,123.0,54685.0,0
"Jan 15, 2025 00:43:54.018771000 India Standard Time",97,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a2f,,58133.0,8883.0,0x0018,501.0,-1.0,0xef45,0101080ab1ce632cb8436156,,,,0
"Jan 15, 2025 00:43:54.025096000 India Standard Time",97,eth:ethertype:ip:tcp:tls,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3af,,8883.0,58133.0,0x0018,3985.0,-1.0,0xa076,0101080ab843d6abb1ce632c,,,,0
"Jan 15, 2025 00:43:54.025127000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9a4d,,58133.0,8883.0,0x0010,501.0,-1.0,0xd140,0101080ab1ce6332b843d6ab,,,,0
"Jan 15, 2025 00:43:54.457025000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94a4,,58133.0,8883.0,0x0010,501.0,-1.0,0xee02,0101080ab1ce64e2b843d6ab,,,,0
"Jan 15, 2025 00:43:54.457059000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94a3,,58133.0,8883.0,0x0018,501.0,-1.0,0x51c1,0101080ab1ce64e2b843d6ab,,,,0
"Jan 15, 2025 00:43:54.457088000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94a2,,58133.0,8883.0,0x0010,501.0,-1.0,0xb769,0101080ab1ce64e2b843d6ab,,,,0
"Jan 15, 2025 00:43:54.457102000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94a1,,58133.0,8883.0,0x0018,501.0,-1.0,0xeaed,0101080ab1ce64e2b843d6ab,,,,0
"Jan 15, 2025 00:43:54.457111000 India Standard Time",1514,eth:ethertype:ip:tcp,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x94a0,,58133.0,8883.0,0x0010,501.0,-1.0,0x721d,0101080ab1ce64e2b843d6ab,,,,0
"Jan 15, 2025 00:43:54.457126000 India Standard Time",594,eth:ethertype:ip:tcp:tls,02:42:db:ec:8b:00,0c:03:36:87:00:00,192.168.20.41,192.168.0.4,0x02,64.0,6.0,0x9837,,58133.0,8883.0,0x0018,501.0,-1.0,0x8f02,0101080ab1ce64e2b843d6ab,,,,0
"Jan 15, 2025 00:43:54.464575000 India Standard Time",66,eth:ethertype:ip:tcp,0c:03:36:87:00:00,02:42:db:ec:8b:00,192.168.0.4,192.168.20.41,0x02,61.0,6.0,0xc3cd,,8883.0,58133.0,0x0010,4031.0,-1.0,0xb4bf,0101080ab843d862b1ce64e2,,,,0
